date,points,serial_number,violation_code,violation_description,violation_status
2022-04-14,2,DANW7GGIT,F023,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE
2022-04-15,1,DANW7GGIT,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2022-04-16,1,DAVHJCXRU,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE
2022-04-17,1,DAVHJCXRU,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE
2022-04-18,2,DAVHJCXRU,F007,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE
2022-04-19,1,DAVHJCXRU,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2022-04-20,1,DAVHJCXRU,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE
2022-04-21,1,DALV8X7VC,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE
2022-04-22,1,DALV8X7VC,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2022-04-23,1,DALV8X7VC,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2022-04-24,1,DALV8X7VC,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE
2022-04-25,1,DALV8X7VC,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE
2022-04-26,1,DALV8X7VC,F039,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE
2022-04-27,1,DA0EUDHJY,F025,# 25. Personal cleanliness and hair restraints,OUT OF COMPLIANCE
2022-04-28,2,DA0EUDHJY,F006,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE
2022-04-29,1,DA0EUDHJY,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2022-04-30,1,DA0EUDHJY,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE
2022-05-01,1,DA0EUDHJY,F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE
2022-05-02,1,DAW0ZLIMY,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2022-05-03,1,DAW0ZLIMY,F034,"# 34. Warewashing facilities: Adequate, maintained, properly use, test strips available",OUT OF COMPLIANCE
2022-05-04,4,DAW0ZLIMY,F014,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE
2022-05-05,1,DADLXIVT1,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE
2022-05-06,1,DADLXIVT1,F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE
2022-05-07,4,DADLXIVT1,F007,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE
2022-05-08,1,DA9RQFFDT,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2022-05-09,1,DA9RQFFDT,F039,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE
2022-05-10,4,DA9RQFFDT,F007,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE
2022-05-11,1,DA9RQFFDT,F046,# 46. Signs posted; last inspection report available,OUT OF COMPLIANCE
2022-05-12,1,DA9RQFFDT,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2022-05-13,1,DA9RQFFDT,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE
2022-05-14,1,DAAFPBTBM,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2022-05-15,4,DAAFPBTBM,F007,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE
2022-05-16,1,DAAFPBTBM,F039,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE
2022-05-17,2,DAAFPBTBM,F014,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE
2022-05-18,2,DA0366335,F006,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE
2022-05-19,1,DA0366335,F029,"# 29. Toxic substances properly identified, stored, used",OUT OF COMPLIANCE
2022-05-20,1,DA0366335,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2022-05-21,4,DAQOPD70I,F009,# 09. Proper cooling methods,OUT OF COMPLIANCE
2022-05-22,4,DAQOPD70I,F005,# 05. Hands clean and properly washed; gloves used properly,OUT OF COMPLIANCE
2022-05-23,1,DAQOPD70I,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2022-05-24,1,DAQOPD70I,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE
2022-05-25,1,DAK3OXPB7,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2022-05-26,1,DAK3OXPB7,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE
2022-05-27,1,DAK3OXPB7,F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE
2022-05-28,1,DAK3OXPB7,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2022-05-29,2,DAK3OXPB7,F004,"# 04. Proper eating, drinking, or tobacco use",OUT OF COMPLIANCE
2022-05-30,2,DAK3OXPB7,F007,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE
2022-05-31,1,DAK3OXPB7,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2022-06-01,1,DA0364641,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2022-06-02,1,DA0364641,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE
2022-06-03,1,DA0364641,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE
2022-06-04,1,DA0364641,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE
2022-06-05,1,DA0364641,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2022-06-06,1,DA0364641,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2022-06-07,1,DA0364641,F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE
2022-06-08,1,DAKTHSPPP,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2022-06-09,1,DAKTHSPPP,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE
2022-06-10,1,DAKTHSPPP,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2022-06-11,1,DAKTHSPPP,F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE
2022-06-12,1,DAKTHSPPP,F048,# 47. Permits Available,OUT OF COMPLIANCE
2022-06-13,1,DAPZXXCWI,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2022-06-14,1,DAPZXXCWI,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE
2022-06-15,1,DAPZXXCWI,F029,"# 29. Toxic substances properly identified, stored, used",OUT OF COMPLIANCE
2022-06-16,1,DAPZXXCWI,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2022-06-17,1,DAPZXXCWI,F039,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE
2022-06-18,2,DAPZXXCWI,F001,# 01a. Demonstration of knowledge,OUT OF COMPLIANCE
2022-06-19,2,DAPZXXCWI,F023,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE
2022-06-20,1,DA4V1I2B1,F032,# 32. Food properly labeled & honestly presented,OUT OF COMPLIANCE
2022-06-21,1,DA4V1I2B1,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2022-06-22,1,DA4V1I2B1,F027,# 27. Food separated and protected,OUT OF COMPLIANCE
2022-06-23,1,DA4V1I2B1,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2022-06-24,2,DA4V1I2B1,F006,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE
2022-06-25,1,DA4V1I2B1,F029,"# 29. Toxic substances properly identified, stored, used",OUT OF COMPLIANCE
2022-06-26,2,DA4V1I2B1,F023,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE
2022-06-27,2,DAI5RIDIC,F007,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE
2022-06-28,2,DAI5RIDIC,F021,# 21b. Water available,OUT OF COMPLIANCE
2022-06-29,1,DAI5RIDIC,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2022-06-30,2,DAI5RIDIC,F023,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE
2022-07-01,1,DAI5RIDIC,F038,# 38. Thermometers provided and accurate,OUT OF COMPLIANCE
2022-07-02,1,DAI5RIDIC,F045,# 45. Sleeping quarters,OUT OF COMPLIANCE
2022-07-03,1,DAI5RIDIC,F042,"# 42. Toilet facilities: properly constructed, supplied, cleaned",OUT OF COMPLIANCE
2022-07-04,1,DAI5RIDIC,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2022-07-05,1,DAI5RIDIC,F043,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE
2022-07-06,1,DAI5RIDIC,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2022-07-07,1,DA1K9J9AJ,F043,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE
2022-07-08,1,DA1K9J9AJ,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2022-07-09,2,DA1K9J9AJ,F014,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE
2022-07-10,1,DA1K9J9AJ,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2022-07-11,1,DA1K9J9AJ,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE
2022-07-12,1,DA1K9J9AJ,F042,"# 42. Toilet facilities: properly constructed, supplied, cleaned",OUT OF COMPLIANCE
2022-07-13,1,DA1K9J9AJ,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE
2022-07-14,1,DA1K9J9AJ,F034,"# 34. Warewashing facilities: Adequate, maintained, properly use, test strips available",OUT OF COMPLIANCE
2022-07-15,1,DA1K9J9AJ,F046,# 46. Signs posted; last inspection report available,OUT OF COMPLIANCE
2022-07-16,1,DA1TKXG27,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2022-07-17,1,DA1TKXG27,F038,# 38. Thermometers provided and accurate,OUT OF COMPLIANCE
2022-07-18,1,DA1TKXG27,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2022-07-19,1,DA1TKXG27,F039,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE
2022-07-20,1,DA1TKXG27,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE
2022-07-21,1,DA1TKXG27,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2022-07-22,2,DA1TKXG27,F014,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE
2022-07-23,1,DA1TKXG27,F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE
2022-07-24,1,DAEIKZIDK,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2022-07-25,1,DAEIKZIDK,F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE
2022-07-26,1,DAEIKZIDK,F034,"# 34. Warewashing facilities: Adequate, maintained, properly use, test strips available",OUT OF COMPLIANCE
2022-07-27,1,DAEIKZIDK,F043,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE
2022-07-28,1,DAEIKZIDK,F039,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE
2022-07-29,1,DAFDQCKYE,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2022-07-30,1,DAFDQCKYE,F043,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE
2022-07-31,1,DAFDQCKYE,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2022-08-01,1,DAFDQCKYE,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE
2022-08-02,1,DAFDQCKYE,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE
2022-08-03,1,DAFDQCKYE,F039,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE
2022-08-04,1,DAQJ14KVI,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE
2022-08-05,1,DAQJ14KVI,F039,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE
2022-08-06,1,DAQJ14KVI,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2022-08-07,1,DAQJ14KVI,F043,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE
2022-08-08,2,DATBE070G,F052,# 01b. Food safety certification,OUT OF COMPLIANCE
2022-08-09,1,DATBE070G,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2022-08-10,1,DATBE070G,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE
2022-08-11,1,DATBE070G,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE
2022-08-12,2,DATBE070G,F006,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE
2022-08-13,1,DATBE070G,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2022-08-14,1,DAYBRQKGL,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE
2022-08-15,1,DAYBRQKGL,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2022-08-16,1,DAYBRQKGL,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2022-08-17,1,DAYBRQKGL,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2022-08-18,1,DAYBRQKGL,F042,"# 42. Toilet facilities: properly constructed, supplied, cleaned",OUT OF COMPLIANCE
2022-08-19,2,DAYBRQKGL,F006,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE
2022-08-20,4,DA7RVGU7A,F009,# 09. Proper cooling methods,OUT OF COMPLIANCE
2022-08-21,1,DA7RVGU7A,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE
2022-08-22,1,DA7RVGU7A,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2022-08-23,1,DA7RVGU7A,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE
2022-08-24,1,DAP4GWHLU,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2022-08-25,1,DAP4GWHLU,F029,"# 29. Toxic substances properly identified, stored, used",OUT OF COMPLIANCE
2022-08-26,1,DAP4GWHLU,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2022-08-27,2,DAP4GWHLU,F006,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE
2022-08-28,1,DAP4GWHLU,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2022-08-29,4,DAP4GWHLU,F014,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE
2022-08-30,2,DAYR9GLUY,F014,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE
2022-08-31,4,DAYR9GLUY,F007,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE
2022-09-01,2,DAYR9GLUY,F009,# 09. Proper cooling methods,OUT OF COMPLIANCE
2022-09-02,1,DAYR9GLUY,F027,# 27. Food separated and protected,OUT OF COMPLIANCE
2022-09-03,1,DAYR9GLUY,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2022-09-04,2,DATMMPXEN,F007,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE
2022-09-05,2,DATMMPXEN,F014,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE
2022-09-06,1,DATMMPXEN,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2022-09-07,1,DATMMPXEN,F027,# 27. Food separated and protected,OUT OF COMPLIANCE
2022-09-08,1,DATMMPXEN,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE
2022-09-09,1,DAL25W2BL,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE
2022-09-10,1,DAL25W2BL,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2022-09-11,1,DAL25W2BL,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE
2022-09-12,1,DAL25W2BL,F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE
2022-09-13,2,DAL25W2BL,F052,# 01b. Food safety certification,OUT OF COMPLIANCE
2022-09-14,1,DAL25W2BL,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2022-09-15,1,DAL25W2BL,F043,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE
2022-09-16,1,DA5XRCYRJ,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2022-09-17,1,DA5XRCYRJ,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2022-09-18,2,DA5XRCYRJ,F006,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE
2022-09-19,1,DAWF04KBO,F041,# 41. Garbage and refuse properly disposed; facilities maintained,OUT OF COMPLIANCE
2022-09-20,1,DAWF04KBO,F042,"# 42. Toilet facilities: properly constructed, supplied, cleaned",OUT OF COMPLIANCE
2022-09-21,1,DAWF04KBO,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2022-09-22,1,DAWF04KBO,F038,# 38. Thermometers provided and accurate,OUT OF COMPLIANCE
2022-09-23,1,DAWF04KBO,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2022-09-24,2,DAWF04KBO,F023,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE
2022-09-25,1,DATODHE94,F039,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE
2022-09-26,1,DAWF04KBO,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2022-09-27,1,DAFA5O0PD,F048,# 47. Permits Available,OUT OF COMPLIANCE
2022-09-28,1,DAFA5O0PD,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE
2022-09-29,4,DAFA5O0PD,F007,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE
2022-09-30,1,DAFA5O0PD,F043,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE
2022-10-01,1,DAFA5O0PD,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE
2022-10-02,1,DAFA5O0PD,F029,"# 29. Toxic substances properly identified, stored, used",OUT OF COMPLIANCE
2022-10-03,1,DAFA5O0PD,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2022-10-04,1,DAFA5O0PD,F026,"# 26. Approved thawing methods used, frozen food maintained frozen",OUT OF COMPLIANCE
2022-10-05,1,DAFA5O0PD,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2022-10-06,1,DAFA5O0PD,F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE
2022-10-07,1,DAFA5O0PD,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE
2022-10-08,1,DAV6EZN8Q,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2022-10-09,1,DAV6EZN8Q,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2022-10-10,1,DAV6EZN8Q,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE
2022-10-11,1,DAV6EZN8Q,F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE
2022-10-12,1,DAV6EZN8Q,F041,# 41. Garbage and refuse properly disposed; facilities maintained,OUT OF COMPLIANCE
2022-10-13,1,DALUQQZHP,F039,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE
2022-10-14,1,DALUQQZHP,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2022-10-15,1,DALUQQZHP,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2022-10-16,4,DA009YHXE,F014,# 14. Food contact surfaces: clean and sanitized,OUT OF COMPLIANCE
2022-10-17,1,DA009YHXE,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE
2022-10-18,1,DA009YHXE,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2022-10-19,1,DA009YHXE,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2022-10-20,1,DA7MUXE6B,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2022-10-21,1,DANJFTPVI,F043,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE
2022-10-22,2,DANJFTPVI,F006,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE
2022-10-23,2,DANJFTPVI,F023,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE
2022-10-24,1,DANJFTPVI,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2022-10-25,1,DANJFTPVI,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2022-10-26,1,DANJFTPVI,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2022-10-27,1,DANJFTPVI,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE
2022-10-28,1,DAZ5INCVP,F043,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE
2022-10-29,2,DAZ5INCVP,F023,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE
2022-10-30,1,DAZ5INCVP,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2022-10-31,1,DAZ5INCVP,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE
2022-11-01,1,DAZ5INCVP,F039,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE
2022-11-02,1,DA0365621,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2022-11-03,1,DA0365621,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE
2022-11-04,1,DAGEIBQUK,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2022-11-05,1,DAGEIBQUK,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2022-11-06,1,DAGEIBQUK,F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE
2022-11-07,1,DAGEIBQUK,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE
2022-11-08,4,DALVXJG0C,F007,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE
2022-11-09,1,DALVXJG0C,F039,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE
2022-11-10,4,DALVXJG0C,F005,# 05. Hands clean and properly washed; gloves used properly,OUT OF COMPLIANCE
2022-11-11,1,DALVXJG0C,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2022-11-12,1,DAVAOQKKS,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2022-11-13,1,DAVAOQKKS,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2022-11-14,1,DAVAOQKKS,F025,# 25. Personal cleanliness and hair restraints,OUT OF COMPLIANCE
2022-11-15,1,DAVAOQKKS,F030,# 30. Food properly stored; food storage containers identified,OUT OF COMPLIANCE
2022-11-16,1,DAVAOQKKS,F037,"# 37. Adequate ventilation and lighting; designated areas, use",OUT OF COMPLIANCE
2022-11-17,1,DAWUPLV7S,F040,"# 40. Plumbing: Plumbing in good repair, proper backflow devices",OUT OF COMPLIANCE
2022-11-18,1,DAWUPLV7S,F044,"# 44. Floors, walls and ceilings: properly built, maintained in good repair and clean",OUT OF COMPLIANCE
2022-11-19,1,DAWUPLV7S,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2022-11-20,1,DAWUPLV7S,F035,"# 35. Equipment/Utensils - approved; installed; clean; good repair, capacity",OUT OF COMPLIANCE
2022-11-21,1,DAWUPLV7S,F046,# 46. Signs posted; last inspection report available,OUT OF COMPLIANCE
2022-11-22,2,DANO9904H,F006,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE
2022-11-23,1,DANO9904H,F024,# 24. Person in charge present and performs duties,OUT OF COMPLIANCE
2022-11-24,1,DANO9904H,F039,# 39. Wiping cloths: properly used and stored,OUT OF COMPLIANCE
2022-11-25,1,DANO9904H,F038,# 38. Thermometers provided and accurate,OUT OF COMPLIANCE
2022-11-26,1,DANO9904H,F036,"# 36. Equipment, utensils and linens: storage and use",OUT OF COMPLIANCE
2022-11-27,1,DANO9904H,F034,"# 34. Warewashing facilities: Adequate, maintained, properly use, test strips available",OUT OF COMPLIANCE
2022-11-28,2,DANO9904H,F023,"# 23. No rodents, insects, birds, or animals",OUT OF COMPLIANCE
2022-11-29,1,DAZH90XBL,F043,# 43. Premises; personal/cleaning items; vermin-proofing,OUT OF COMPLIANCE
2022-11-30,1,DAZH90XBL,F033,# 33. Nonfood-contact surfaces clean and in good repair,OUT OF COMPLIANCE
2022-12-01,4,DA2LGN6SY,F007,# 07. Proper hot and cold holding temperatures,OUT OF COMPLIANCE
2022-12-02,1,DA2LGN6SY,F027,# 27. Food separated and protected,OUT OF COMPLIANCE
2022-12-03,2,DA2LGN6SY,F001,# 01a. Demonstration of knowledge,OUT OF COMPLIANCE
2022-12-04,2,DA2LGN6SY,F006,# 06. Adequate handwashing facilities supplied & accessible,OUT OF COMPLIANCE
